Gene identifier, dN/dS (YN00), M1/M2 test (Codeml), M7/M8 test (Codeml) ,Codeml under diversifying selection,YN00 under diversifying selection
FGSG_00605,0.96785,0.179724348,1,FALSE,FALSE
FGSG_00606,0.927066667,0.983940354,1,FALSE,FALSE
FGSG_00607,0.087155556,1,1,FALSE,FALSE
FGSG_00608,0.022225,1,1,FALSE,FALSE
FGSG_00609,0.013380556,1,1,FALSE,FALSE
FGSG_00610,0.033855556,1,1,FALSE,FALSE
FGSG_00612,0.068714286,1,1,FALSE,FALSE
FGSG_00613,0.026221429,1,1,FALSE,FALSE
FGSG_00614,0.141675,1,1,FALSE,FALSE
FGSG_00615,0.054072222,1,1,FALSE,FALSE
FGSG_00616,0.212855556,1,1,FALSE,FALSE
FGSG_00618,0.104978571,1,1,FALSE,FALSE
FGSG_00620,0.025666667,1,1,FALSE,FALSE
FGSG_00621,0.172597222,1,1,FALSE,FALSE
FGSG_00622,0.058575,1,1,FALSE,FALSE
FGSG_00623,0.065194444,1,1,FALSE,FALSE
FGSG_00624,0.20752,1,1,FALSE,FALSE
FGSG_00625,0.150252778,1,1,FALSE,FALSE
FGSG_00626,0.064972222,1,1,FALSE,FALSE
FGSG_00627,0.032897222,1,1,FALSE,FALSE
FGSG_00628,0.170260714,0.327041567,1,FALSE,FALSE
FGSG_00629,0.064202778,1,1,FALSE,FALSE
FGSG_00631,0.036908333,1,1,FALSE,FALSE
FGSG_00633,0.1061,1,1,FALSE,FALSE
FGSG_00634,0.046817857,1,1,FALSE,FALSE
FGSG_00635,0.090733333,1,1,FALSE,FALSE
FGSG_00636,0.046836111,1,1,FALSE,FALSE
FGSG_00637,0.011019444,1,1,FALSE,FALSE
FGSG_00638,0.056983333,1,1,FALSE,FALSE
FGSG_00639,0.005952778,1,1,FALSE,FALSE
FGSG_00640,0.261603571,1,1,FALSE,FALSE
FGSG_00641,0.2332,1,1,FALSE,FALSE
FGSG_00642,0.124942857,1,1,FALSE,FALSE
FGSG_00643,0.092786111,1,1,FALSE,FALSE
FGSG_00644,0.102789286,1,1,FALSE,FALSE
FGSG_00645,0.069316667,1,1,FALSE,FALSE
FGSG_00646,0.027819444,1,1,FALSE,FALSE
FGSG_00648,0.048677778,0.830244536,1,FALSE,FALSE
FGSG_00649,0.018813889,1,1,FALSE,FALSE
FGSG_00652,0.186252778,1,1,FALSE,FALSE
FGSG_00653,0.173525,1,1,FALSE,FALSE
FGSG_00654,0.076591667,1,1,FALSE,FALSE
FGSG_00655,0.023717857,1,1,FALSE,FALSE
FGSG_00656,0.079733333,1,1,FALSE,FALSE
FGSG_00659,0.068011111,1,1,FALSE,FALSE
FGSG_00660,0.023061111,1,1,FALSE,FALSE
FGSG_00661,0.047196429,1,1,FALSE,FALSE
FGSG_00663,0.047563889,1,1,FALSE,FALSE
FGSG_00664,0.0493,1,1,FALSE,FALSE
FGSG_00665,0.041796429,1,1,FALSE,FALSE
FGSG_00666,0.024002778,1,1,FALSE,FALSE
FGSG_00667,0.073288889,1,1,FALSE,FALSE
FGSG_00669,0.075625,1,1,FALSE,FALSE
FGSG_00670,0.081702778,1,1,FALSE,FALSE
FGSG_00671,0.055252778,1,1,FALSE,FALSE
FGSG_00672,0.111266667,1,1,FALSE,FALSE
FGSG_00674.2,0.6874,Not calculated,Not calculated,FALSE,FALSE
FGSG_00675,0.107577778,1,1,FALSE,FALSE
FGSG_00677,0.006419444,1,1,FALSE,FALSE
FGSG_00678,0.368491667,1,1,FALSE,FALSE
FGSG_00680,0.105647222,1,1,FALSE,FALSE
FGSG_00681,0.02819,0.999961001,1,FALSE,FALSE
FGSG_00682,0.125936111,1,1,FALSE,FALSE
FGSG_00683,0.147808333,1,1,FALSE,FALSE
FGSG_00684,0.089871429,1,1,FALSE,FALSE
FGSG_00685,0.143147222,1,1,FALSE,FALSE
FGSG_00686,0.059436111,1,1,FALSE,FALSE
FGSG_00688,0.036872222,1,1,FALSE,FALSE
FGSG_00689,0.140527778,1,1,FALSE,FALSE
FGSG_00690,0.102344444,1,1,FALSE,FALSE
FGSG_00691,0.142592857,1,1,FALSE,FALSE
FGSG_00693,0.152008333,1,1,FALSE,FALSE
FGSG_00694,0.072097222,1,1,FALSE,FALSE
FGSG_00695,0.047933333,0.940988839,1,FALSE,FALSE
FGSG_00696,0.147133333,1,1,FALSE,FALSE
FGSG_00698,0.083021429,1,1,FALSE,FALSE
FGSG_00700,0.105033333,1,1,FALSE,FALSE
FGSG_00701,0.339413889,1,1,FALSE,FALSE
FGSG_00702,0.057005556,1,1,FALSE,FALSE
FGSG_00703,0.080066667,1,1,FALSE,FALSE
FGSG_00704,0.034055556,1,1,FALSE,FALSE
FGSG_00705,0.141588889,1,1,FALSE,FALSE
FGSG_00706,0.022811111,0.091255045,1,FALSE,FALSE
FGSG_00707,0.065408333,1,1,FALSE,FALSE
FGSG_00709,0.060397222,1,1,FALSE,FALSE
FGSG_00710,0.0319,1,1,FALSE,FALSE
FGSG_00712,0.077333333,1,1,FALSE,FALSE
FGSG_00713,0.148841667,1,1,FALSE,FALSE
FGSG_00714,0.067952778,1,1,FALSE,FALSE
FGSG_00715,0.054560714,1,1,FALSE,FALSE
FGSG_00716,0.067280556,1,1,FALSE,FALSE
FGSG_00717,0.014555556,1,1,FALSE,FALSE
FGSG_00718,0.081686111,1,1,FALSE,FALSE
FGSG_00719,0.053011111,1,1,FALSE,FALSE
FGSG_00720,0.200816667,1,1,FALSE,FALSE
FGSG_00721,0.066044444,1,1,FALSE,FALSE
FGSG_00722,0.062316667,1,1,FALSE,FALSE
FGSG_00723,0.048008333,1,1,FALSE,FALSE
FGSG_00724,0.053730556,1,1,FALSE,FALSE
FGSG_00725,0.426832143,1,1,FALSE,FALSE
FGSG_00726,0.054030556,1,1,FALSE,FALSE
FGSG_00728,0.055047222,1,1,FALSE,FALSE
FGSG_00729,0.051291667,1,1,FALSE,FALSE
FGSG_00730,0.073717778,1,1,FALSE,FALSE
FGSG_00731,0.056477778,0.999963001,1,FALSE,FALSE
FGSG_00732,0.049291667,1,1,FALSE,FALSE
FGSG_00733,0.953733333,0.073618642,1,FALSE,FALSE
FGSG_00734,1.1212,Not calculated,Not calculated,FALSE,TRUE
FGSG_00736,0.182275,1,1,FALSE,FALSE
FGSG_00737,0.054463889,1,1,FALSE,FALSE
FGSG_00738,0.066582143,1,1,FALSE,FALSE
FGSG_00739,0.042169444,1,1,FALSE,FALSE
FGSG_00740,0.026416667,1,1,FALSE,FALSE
FGSG_00741,0.026144444,0.99998,1,FALSE,FALSE
FGSG_00742,0.02835,1,1,FALSE,FALSE
FGSG_00743,0.095055556,1,1,FALSE,FALSE
FGSG_00744,0.061025,1,1,FALSE,FALSE
FGSG_00745,0.019991667,1,1,FALSE,FALSE
FGSG_00746,0.097680556,1,1,FALSE,FALSE
FGSG_00747,0.063730556,1,1,FALSE,FALSE
FGSG_00748,0.026533333,1,1,FALSE,FALSE
FGSG_00749,0.060330556,1,1,FALSE,FALSE
FGSG_00750,0.086433333,1,1,FALSE,FALSE
FGSG_00751,0.062327778,1,1,FALSE,FALSE
FGSG_00752,0.136894444,1,1,FALSE,FALSE
FGSG_00756,0.115983333,1,1,FALSE,FALSE
FGSG_00757,0.048411111,1,1,FALSE,FALSE
FGSG_00758,0.09195,1,1,FALSE,FALSE
FGSG_00759,0.107830556,1,1,FALSE,FALSE
FGSG_00760,0.147333333,0.730660032,1,FALSE,FALSE
FGSG_00761,0.156209524,1,1,FALSE,FALSE
FGSG_00762,0.108277778,1,1,FALSE,FALSE
FGSG_00763,0.248811111,1,1,FALSE,FALSE
FGSG_00764,0.170433333,1,1,FALSE,FALSE
FGSG_00765,0.015794444,0.733185162,1,FALSE,FALSE
FGSG_00766,0.036607143,1,1,FALSE,FALSE
FGSG_00767,0.053319444,1,1,FALSE,FALSE
FGSG_00768,0.059527778,1,1,FALSE,FALSE
FGSG_00769,0.059475,1,1,FALSE,FALSE
FGSG_00771,0.112013889,1,1,FALSE,FALSE
FGSG_00772,0.123333333,1,1,FALSE,FALSE
FGSG_00773,0.07901,1,1,FALSE,FALSE
FGSG_00774,0.066625,1,1,FALSE,FALSE
FGSG_00776,0.106339286,1,1,FALSE,FALSE
FGSG_00777,0.065722222,0.131068132,1,FALSE,FALSE
FGSG_00778,0.040219444,1,1,FALSE,FALSE
FGSG_00780,0.063760714,1,1,FALSE,FALSE
FGSG_00781,0.018563889,1,1,FALSE,FALSE
FGSG_00782,0.272307143,1,1,FALSE,FALSE
FGSG_00783,0.099903571,1,1,FALSE,FALSE
FGSG_00784,0.5654,Not calculated,Not calculated,FALSE,FALSE
FGSG_00785,0.172827778,1,1,FALSE,FALSE
FGSG_00786,0.033328571,1,1,FALSE,FALSE
FGSG_00787,0.070445455,0.999348213,1,FALSE,FALSE
FGSG_00788,0.118063889,1,1,FALSE,FALSE
FGSG_00789,0.058461111,1,1,FALSE,FALSE
FGSG_00792,0.0874,1,1,FALSE,FALSE
FGSG_00793,0.123213889,1,1,FALSE,FALSE
FGSG_00794,0.086305556,0.039002521,0.001621524,TRUE,FALSE
FGSG_00796,0.275044444,1,1,FALSE,FALSE
FGSG_00797,0.060355556,1,1,FALSE,FALSE
FGSG_00798,0.047805556,0.999920003,1,FALSE,FALSE
FGSG_00799,0.220247222,1,1,FALSE,FALSE
FGSG_00800,0.089491667,1,1,FALSE,FALSE
FGSG_00801,0.115166667,1,1,FALSE,FALSE
FGSG_00802,0.014736111,1,1,FALSE,FALSE
FGSG_00804,0.045708333,1,1,FALSE,FALSE
FGSG_00806,0.113230556,1,1,FALSE,FALSE
FGSG_00807,0.069261111,1,1,FALSE,FALSE
FGSG_00808,0.016497222,1,1,FALSE,FALSE
FGSG_00810,0.085319444,1,1,FALSE,FALSE
FGSG_00811,0.1016,1,1,FALSE,FALSE
FGSG_00812,0.287788889,1,1,FALSE,FALSE
FGSG_00813,0.033791667,1,1,FALSE,FALSE
FGSG_00814,0.118430556,1,1,FALSE,FALSE
FGSG_00815,0.016772222,1,1,FALSE,FALSE
FGSG_00817,0.049511111,1,1,FALSE,FALSE
FGSG_00818,0.030383333,1,1,FALSE,FALSE
FGSG_00819,0.012058333,1,1,FALSE,FALSE
FGSG_00820,0.067880556,0.521531293,1,FALSE,FALSE
FGSG_00821,0.140566667,1,1,FALSE,FALSE
FGSG_00822,0.041152778,1,1,FALSE,FALSE
FGSG_00823,0.075769444,1,1,FALSE,FALSE
FGSG_00824,0.017927778,1,1,FALSE,FALSE
FGSG_00825,0.094147222,1,1,FALSE,FALSE
FGSG_00826,0.07095,1,1,FALSE,FALSE
FGSG_00828,0.090413889,1,1,FALSE,FALSE
FGSG_00829,0.215583333,1,1,FALSE,FALSE
FGSG_00831,0.058583333,1,1,FALSE,FALSE
FGSG_00832,0.023972222,1,1,FALSE,FALSE
FGSG_00833,0.037327778,1,1,FALSE,FALSE
FGSG_00834,0.072683333,1,1,FALSE,FALSE
FGSG_00836,0.050972222,1,1,FALSE,FALSE
FGSG_00837,0.100938889,1,1,FALSE,FALSE
FGSG_00838,0.013058333,1,1,FALSE,FALSE
FGSG_00840,0.027483333,1,1,FALSE,FALSE
FGSG_00841,0.088980556,1,1,FALSE,FALSE
FGSG_00842,0.024933333,1,1,FALSE,FALSE
FGSG_00843,0.014769444,1,1,FALSE,FALSE
FGSG_00844,0.066825,1,1,FALSE,FALSE
FGSG_00845,0.016188889,1,1,FALSE,FALSE
FGSG_00846,0.068639286,1,1,FALSE,FALSE
FGSG_00847,0.198703571,1,1,FALSE,FALSE
FGSG_00848,0.111708333,1,1,FALSE,FALSE
FGSG_00849,0.101377778,1,1,FALSE,FALSE
FGSG_00850,0.20351,0.617997418,1,FALSE,FALSE
FGSG_00851,0.445014286,1,1,FALSE,FALSE
FGSG_00852,0.033691667,1,1,FALSE,FALSE
FGSG_00853,0.196772222,1,1,FALSE,FALSE
FGSG_00855,0.152119444,1,1,FALSE,FALSE
FGSG_00856,0.095077778,1,1,FALSE,FALSE
FGSG_00857,0.130603571,1,1,FALSE,FALSE
FGSG_00858,0.307347222,1,1,FALSE,FALSE
FGSG_00859,0.124580556,1,1,FALSE,FALSE
FGSG_00860,0.048319444,0.999812018,1,FALSE,FALSE
FGSG_00861,0.024625,1,1,FALSE,FALSE
FGSG_00862,0.122508333,1,1,FALSE,FALSE
FGSG_00863,0.016705556,0.261513597,1,FALSE,FALSE
FGSG_00864,0.044769444,1,1,FALSE,FALSE
FGSG_00865,0.052719444,1,1,FALSE,FALSE
FGSG_00866,0.030144444,1,1,FALSE,FALSE
FGSG_00868,0.3881,0.99804691,1,FALSE,FALSE
FGSG_00869,0.042347222,1,1,FALSE,FALSE
FGSG_00870,0.021772222,1,1,FALSE,FALSE
FGSG_00871,0.0279,1,1,FALSE,FALSE
FGSG_00872,0.03645,1,1,FALSE,FALSE
FGSG_00874,0.044186111,1,1,FALSE,FALSE
FGSG_00875,0.08895,1,1,FALSE,FALSE
FGSG_00876,0.096625,1,1,FALSE,FALSE
FGSG_00877,0.051219444,1,1,FALSE,FALSE
FGSG_00878,0.028955556,1,1,FALSE,FALSE
FGSG_00880,0.166685714,1,1,FALSE,FALSE
FGSG_00882,0.111558333,1,1,FALSE,FALSE
FGSG_00883,0.112155556,1,1,FALSE,FALSE
FGSG_00884,0.024725,1,1,FALSE,FALSE
FGSG_00885,0.154727778,1,1,FALSE,FALSE
FGSG_00886,0.040339286,1,1,FALSE,FALSE
FGSG_00887,0.134946429,1,1,FALSE,FALSE
FGSG_00889,0.639708333,1,1,FALSE,FALSE
FGSG_00890,0.029541667,1,1,FALSE,FALSE
FGSG_00892,0.11595,1,1,FALSE,FALSE
FGSG_00893,0.050330556,1,1,FALSE,FALSE
FGSG_00894,0.156366667,1,1,FALSE,FALSE
FGSG_00895,0.128611111,1,1,FALSE,FALSE
FGSG_00896,0.263777778,1,1,FALSE,FALSE
FGSG_00897,0.116255556,1,1,FALSE,FALSE
FGSG_00898,0.027138095,1,1,FALSE,FALSE
FGSG_00900,0.013969444,1,1,FALSE,FALSE
FGSG_00901,0.111330556,1,1,FALSE,FALSE
FGSG_00902,0.047052778,1,1,FALSE,FALSE
FGSG_00903,0.046238889,1,1,FALSE,FALSE
FGSG_00904,0.055780556,1,1,FALSE,FALSE
FGSG_00905,0.020155556,1,1,FALSE,FALSE
FGSG_00906,0.035183333,1,1,FALSE,FALSE
FGSG_00907,0.155825,1,1,FALSE,FALSE
FGSG_00908,0.104758333,1,1,FALSE,FALSE
FGSG_00910,0.070613889,1,1,FALSE,FALSE
FGSG_00911,0.055227778,1,1,FALSE,FALSE
FGSG_00912,0.0726,1,1,FALSE,FALSE
FGSG_00913,0.086389286,1,1,FALSE,FALSE
FGSG_00914,0.056028571,1,1,FALSE,FALSE
FGSG_00915,0.060766667,1,1,FALSE,FALSE
FGSG_00916,0.029083333,1,1,FALSE,FALSE
FGSG_00917,0.213639286,1,1,FALSE,FALSE
FGSG_00920,0.198002778,1,1,FALSE,FALSE
FGSG_00921,0.028052381,1,1,FALSE,FALSE
FGSG_00923,0.069763889,1,1,FALSE,FALSE
FGSG_00924,0.096755556,1,1,FALSE,FALSE
FGSG_00925,0.060590476,1,1,FALSE,FALSE
FGSG_00926,0.077466667,1,1,FALSE,FALSE
FGSG_00928,0.6219,Not calculated,Not calculated,FALSE,FALSE
FGSG_00930,0.025858333,1,1,FALSE,FALSE
FGSG_00932,0.086617857,1,1,FALSE,FALSE
FGSG_00934,0.092327778,1,1,FALSE,FALSE
FGSG_00935,0.063603571,1,1,FALSE,FALSE
FGSG_00936,0.524766667,0.17359418,1,FALSE,FALSE
FGSG_00939,0.1314,1,1,FALSE,FALSE
FGSG_00940,0.031775,0.915629017,1,FALSE,FALSE
FGSG_00941,0.02235,1,1,FALSE,FALSE
FGSG_00942,1.6226,Not calculated,Not calculated,FALSE,TRUE
FGSG_00945,0.108005556,1,1,FALSE,FALSE
FGSG_00946,0.084058333,1,1,FALSE,FALSE
FGSG_00947,0.058532143,1,1,FALSE,FALSE
FGSG_00949,0.151478571,0.024803413,5.39E-05,TRUE,FALSE
FGSG_00950,0.033155556,1,1,FALSE,FALSE
FGSG_00951,0.1877,1,1,FALSE,FALSE
FGSG_00952,0.021725,1,1,FALSE,FALSE
FGSG_00955,0.047283333,1,1,FALSE,FALSE
FGSG_00956,0.100214286,1,1,FALSE,FALSE
FGSG_00957,0.055011111,1,1,FALSE,FALSE
FGSG_00959,0.227725,1,1,FALSE,FALSE
FGSG_00960,0.021638889,1,1,FALSE,FALSE
FGSG_00961,0.099133333,1,1,FALSE,FALSE
FGSG_00964,0.078763889,1,1,FALSE,FALSE
FGSG_00965,0.373133333,1,1,FALSE,FALSE
FGSG_00966,0.291686111,1,1,FALSE,FALSE
FGSG_00967,0.021636111,1,1,FALSE,FALSE
FGSG_00968,0.133530556,1,1,FALSE,FALSE
FGSG_00969,0.011044444,1,1,FALSE,FALSE
FGSG_00970,0.079425,1,1,FALSE,FALSE
FGSG_00971,0.075680556,0.999925003,1,FALSE,FALSE
FGSG_00972,0.193113889,1,1,FALSE,FALSE
FGSG_00973,0.083661905,1,1,FALSE,FALSE
FGSG_00974,0.062933333,1,1,FALSE,FALSE
FGSG_00975,0.128863889,1,1,FALSE,FALSE
FGSG_00977,0.414771429,0.004195457,7.59E-08,TRUE,FALSE
FGSG_00979,0.031316667,1,1,FALSE,FALSE
FGSG_00982,0.123072222,1,1,FALSE,FALSE
FGSG_00983,0.127413889,1,1,FALSE,FALSE
FGSG_00984,0.044833333,1,1,FALSE,FALSE
FGSG_00986,0.046216667,1,1,FALSE,FALSE
FGSG_00987,0.4554,0.735751392,0.264206575,FALSE,FALSE
FGSG_00989,0.03485,1,1,FALSE,FALSE
FGSG_00990,0.176819444,1,0.210268499,FALSE,FALSE
FGSG_00992,0.223355556,1,0.288320376,FALSE,FALSE
FGSG_00993,0.351933333,1,0.671842729,FALSE,FALSE
FGSG_00994,0.192242857,1,0.531719066,FALSE,FALSE
FGSG_00995,0.075961111,1,1,FALSE,FALSE
FGSG_00996,0.206052381,0.998507115,0.311573193,FALSE,FALSE
FGSG_00997,0.06875,1,1,FALSE,FALSE
FGSG_00998,0.041272222,1,1,FALSE,FALSE
FGSG_00999,0.1382,1,0.078503819,FALSE,FALSE
FGSG_01000,0.047236111,1,1,FALSE,FALSE
FGSG_01002,0.049230556,1,0.994955765,FALSE,FALSE
FGSG_01003,0.056672222,1,0.426387381,FALSE,FALSE
FGSG_01005,0.117586111,1,0.535696237,FALSE,FALSE
FGSG_01006,0.035669444,1,1,FALSE,FALSE
FGSG_01007,0.044152778,1,1,FALSE,FALSE
FGSG_01008,0.113435714,1,1,FALSE,FALSE
FGSG_01010,0.069663889,1,0.389375152,FALSE,FALSE
FGSG_01011,0.101433333,1,1,FALSE,FALSE
FGSG_01012,0.093666667,1,0.893676881,FALSE,FALSE
FGSG_01013,0.019602778,1,1,FALSE,FALSE
FGSG_01014,0.005530556,1,1,FALSE,FALSE
FGSG_01015,0.040777778,1,1,FALSE,FALSE
FGSG_01016,0.068644444,0.944244634,0.751153691,FALSE,FALSE
FGSG_01017,0.062917857,1,0.124124026,FALSE,FALSE
FGSG_01018,0.089730556,1,1,FALSE,FALSE
FGSG_01019,0.072521429,1,0.9968729,FALSE,FALSE
FGSG_01020,0.100997222,1,0.771087826,FALSE,FALSE
FGSG_01021,0.057658333,1,0.999319232,FALSE,FALSE
FGSG_01022,0.138002778,1,1,FALSE,FALSE
FGSG_01023,0.11445,1,1,FALSE,FALSE
FGSG_01024,0.063230556,1,0.919741157,FALSE,FALSE
FGSG_01025,0.247975,1,0.612228929,FALSE,FALSE
FGSG_01026,0.061792857,1,1,FALSE,FALSE
FGSG_01027,0.049272222,1,0.352021861,FALSE,FALSE
FGSG_01028,0.213453571,1,0.271725476,FALSE,FALSE
FGSG_01030,0.092436111,1,1,FALSE,FALSE
FGSG_01031,0.077591667,1,1,FALSE,FALSE
FGSG_01032,0.073455556,1,1,FALSE,FALSE
FGSG_01033,0.017936111,1,1,FALSE,FALSE
FGSG_01034,0.234583333,0.005545209,0.001213813,TRUE,FALSE
FGSG_01035,0.114447222,1,1,FALSE,FALSE
FGSG_01036,0.135144444,1,1,FALSE,FALSE
FGSG_01037,0.056825,1,1,FALSE,FALSE
FGSG_01038,0.108752778,1,1,FALSE,FALSE
FGSG_01039,0.110325,1,1,FALSE,FALSE
FGSG_01040,0.167852778,1,1,FALSE,FALSE
FGSG_01044,0.090680556,1,1,FALSE,FALSE
FGSG_01045,0.26439,1,1,FALSE,FALSE
FGSG_01046,0.102605556,1,1,FALSE,FALSE
FGSG_01047,0.391775,1,1,FALSE,FALSE
FGSG_01049,0.506433333,1,1,FALSE,FALSE
FGSG_01050,0.300711111,1,1,FALSE,FALSE
FGSG_01051,0.061138889,1,1,FALSE,FALSE
FGSG_01052,0.070047222,1,1,FALSE,FALSE
FGSG_01053,0.062405556,1,1,FALSE,FALSE
FGSG_01054,0.120533333,1,1,FALSE,FALSE
FGSG_01055,0.036139286,1,1,FALSE,FALSE
FGSG_01056,0.115894444,1,1,FALSE,FALSE
FGSG_01057,0.077502778,1,1,FALSE,FALSE
FGSG_01058,0.07315,1,1,FALSE,FALSE
FGSG_01059,0.020014286,1,1,FALSE,FALSE
FGSG_01060,0.186825,1,1,FALSE,FALSE
FGSG_01062,0.057961111,1,1,FALSE,FALSE
FGSG_01063,0.063558333,1,1,FALSE,FALSE
FGSG_01064,0.024536111,1,1,FALSE,FALSE
FGSG_01065,0.017975,1,1,FALSE,FALSE
FGSG_01066,0.089846429,1,1,FALSE,FALSE
FGSG_01067,0.170364286,0.519631174,1,FALSE,FALSE
FGSG_01068,0.111192857,1,1,FALSE,FALSE
FGSG_01069,0.054913889,1,1,FALSE,FALSE
FGSG_01070,0.097880952,1,1,FALSE,FALSE
FGSG_01072,0.069997222,0.749631895,1,FALSE,FALSE
FGSG_01076,0.5626,Not calculated,Not calculated,FALSE,FALSE
FGSG_01081,0.021688889,0.988282195,1,FALSE,FALSE
FGSG_01083,0.066585714,1,1,FALSE,FALSE
FGSG_01084,0.082725,1,1,FALSE,FALSE
FGSG_01085,0.102938889,1,1,FALSE,FALSE
FGSG_01086,0.080619444,1,1,FALSE,FALSE
FGSG_01088,0.223927778,1,1,FALSE,FALSE
FGSG_01091,0.105011111,1,1,FALSE,FALSE
FGSG_01092,0.115497222,1,1,FALSE,FALSE
FGSG_01094,0.062453571,0.742962282,1,FALSE,FALSE
FGSG_01095,0.059561111,1,1,FALSE,FALSE
FGSG_01096,0.061927778,1,1,FALSE,FALSE
FGSG_01097,0.164066667,1,1,FALSE,FALSE
FGSG_01098,0.118375,1,1,FALSE,FALSE
FGSG_01099,0.012658333,1,1,FALSE,FALSE
FGSG_01100,0.205214286,1,1,FALSE,FALSE
FGSG_01101,0.103155556,1,1,FALSE,FALSE
FGSG_01102,0.027602778,1,1,FALSE,FALSE
FGSG_01103,0.131721429,1,1,FALSE,FALSE
FGSG_01104,0.030225,1,1,FALSE,FALSE
FGSG_01105,0.134053571,1,1,FALSE,FALSE
FGSG_01106,0.039975,1,1,FALSE,FALSE
FGSG_01107,0.128072222,1,1,FALSE,FALSE
FGSG_01108,0.03112381,1,1,FALSE,FALSE
FGSG_01109,0.044033333,1,1,FALSE,FALSE
FGSG_01111,0.025075,1,1,FALSE,FALSE
FGSG_01112,0.091016667,1,1,FALSE,FALSE
FGSG_01114,0.526366667,0.461860214,1,FALSE,FALSE
FGSG_01115,0.131027778,1,1,FALSE,FALSE
FGSG_01116,0.116638889,0.415383952,1,FALSE,FALSE
FGSG_01117,0.208011111,1,1,FALSE,FALSE
FGSG_01118,0.047288889,0.52634573,1,FALSE,FALSE
FGSG_01119,0.036869444,1,1,FALSE,FALSE
FGSG_01120,0.050427778,1,1,FALSE,FALSE
FGSG_01121,0.051419444,1,1,FALSE,FALSE
FGSG_01122,0.187716667,1,1,FALSE,FALSE
FGSG_01123,0.021425,1,1,FALSE,FALSE
FGSG_01124,0.042592857,1,1,FALSE,FALSE
FGSG_01125,0.028736111,1,1,FALSE,FALSE
FGSG_01126,0.074563889,1,1,FALSE,FALSE
FGSG_01127,0.364392857,1,1,FALSE,FALSE
FGSG_01128,0.084830556,1,1,FALSE,FALSE
FGSG_01129,0.092580556,1,1,FALSE,FALSE
FGSG_01130,0.053047222,1,1,FALSE,FALSE
FGSG_01131,0.038688889,1,1,FALSE,FALSE
FGSG_01132,0.090236111,1,1,FALSE,FALSE
FGSG_01133,0.021222222,1,1,FALSE,FALSE
FGSG_01134,0.027585714,1,1,FALSE,FALSE
FGSG_01135,0.011847222,0.429193248,1,FALSE,FALSE
FGSG_01136,0.036269444,1,1,FALSE,FALSE
FGSG_01137,0.055213889,1,1,FALSE,FALSE
FGSG_01138,0.049411111,1,1,FALSE,FALSE
FGSG_01139,0.082277778,0.409846738,1,FALSE,FALSE
FGSG_01141,0.029071429,1,1,FALSE,FALSE
FGSG_01142,0.084663889,1,1,FALSE,FALSE
FGSG_01144,0.066716667,0.283974453,1,FALSE,FALSE
FGSG_01145,0.186307143,1,1,FALSE,FALSE
FGSG_01146,0.37775,1,1,FALSE,FALSE
FGSG_01149,0.109516667,1,1,FALSE,FALSE
FGSG_01150,0.104878571,1,1,FALSE,FALSE
FGSG_01151,0.054397222,1,1,FALSE,FALSE
FGSG_01152,0.039072222,1,1,FALSE,FALSE
FGSG_01153,0.104257143,1,1,FALSE,FALSE
FGSG_01154,0.086702778,1,1,FALSE,FALSE
FGSG_01155,0.013155556,1,1,FALSE,FALSE
FGSG_01156,0.081533333,1,1,FALSE,FALSE
FGSG_01157,0.013380556,1,1,FALSE,FALSE
FGSG_01158,0.052991111,1,1,FALSE,FALSE
FGSG_01159,0.179783333,1,1,FALSE,FALSE
FGSG_01160,0.009791667,1,1,FALSE,FALSE
FGSG_01161,0.034480556,1,1,FALSE,FALSE
FGSG_01162,0.046785714,1,1,FALSE,FALSE
FGSG_01163,0.060880556,1,1,FALSE,FALSE
FGSG_01164,0.025930556,1,1,FALSE,FALSE
FGSG_01165,0.301664286,1,1,FALSE,FALSE
FGSG_01166,0.054688889,1,1,FALSE,FALSE
FGSG_01167,0.11475,1,1,FALSE,FALSE
FGSG_01169,0.092577778,1,1,FALSE,FALSE
FGSG_01170,0.06885,1,1,FALSE,FALSE
FGSG_01171,0.121632143,1,1,FALSE,FALSE
FGSG_01172,0.089567857,1,1,FALSE,FALSE
FGSG_01174,0.027475,1,1,FALSE,FALSE
FGSG_01175,0.045288889,1,1,FALSE,FALSE
FGSG_01176,0.036263889,1,1,FALSE,FALSE
FGSG_01177,0.019241667,1,1,FALSE,FALSE
FGSG_01179,0.288463889,1,1,FALSE,FALSE
FGSG_01181,0.079213889,1,1,FALSE,FALSE
FGSG_01182,0.060013889,0.999732036,1,FALSE,FALSE
FGSG_01183,0.031963889,1,1,FALSE,FALSE
FGSG_01184,0.032208333,1,1,FALSE,FALSE
FGSG_01185,0.034357143,1,1,FALSE,FALSE
FGSG_01186,0.097663889,1,1,FALSE,FALSE
FGSG_01187,0.014775,0.981899812,1,FALSE,FALSE
FGSG_01188,0.01302381,1,1,FALSE,FALSE
FGSG_01189,0.075105556,1,1,FALSE,FALSE
FGSG_01190,0.194305556,1,1,FALSE,FALSE
FGSG_01191,0.026322222,1,1,FALSE,FALSE
FGSG_01193,0.052569444,1,1,FALSE,FALSE
FGSG_01194,0.035196429,1,1,FALSE,FALSE
FGSG_01195,0.0228,0.999942002,1,FALSE,FALSE
FGSG_01196,0.10939,1,1,FALSE,FALSE
FGSG_01197,0.056230556,1,1,FALSE,FALSE
FGSG_01198,0.006133333,1,1,FALSE,FALSE
